ENSMUST00000000001	Gnai3__chr3
ENSMUST00000004774	Aqp1__chr6
ENSMUST00000004780	Arid3b__chr9
ENSMUST00000004784	Cnn2__chr10
ENSMUST00000004786	Polr2e__chr10
ENSMUST00000004827	Ly9__chr1
ENSMUST00000004829	Cd244__chr1
ENSMUST00000004850	Adgre1__chr17
ENSMUST00000004868	Mtfp1__chr11
ENSMUST00000004892	Rab11a__chr9
ENSMUST00000004910	Eif2b2__chr12
ENSMUST00000004913	Pgf__chr12
ENSMUST00000004920	Ulk2__chr11
ENSMUST00000004936	Ccl24__chr5
ENSMUST00000004943	Tmed11__chr5
ENSMUST00000004949	Traf6__chr2
ENSMUST00000004955	Prpsap2__chr11
ENSMUST00000004959	Grap__chr11
ENSMUST00000004964	Pou1f1__chr16
ENSMUST00000004965	Chmp2b__chr16
ENSMUST00000004968	Plod3__chr5
ENSMUST00000004985	Brpf3__chr17
ENSMUST00000004986	Mapk13__chr17
ENSMUST00000004987	Srpk1__chr17
ENSMUST00000004990	Mapk14__chr17
ENSMUST00000004994	Pax3__chr1
ENSMUST00000005003	Lbr__chr1
ENSMUST00000005014	Hapln2__chr3
ENSMUST00000005015	Prcc__chr3
ENSMUST00000005016	Rrnad1__chr3
ENSMUST00000005017	Hdgf__chr3
ENSMUST00000005019	Crabp2__chr3
ENSMUST00000005041	U2af2__chr7
ENSMUST00000005051	Ldha__chr7
ENSMUST00000005053	Tmem242__chr17
ENSMUST00000005057	Thop1__chr10
ENSMUST00000005064	Pias4__chr10
ENSMUST00000005066	Map2k1__chr9
ENSMUST00000005067	Sgta__chr10
ENSMUST00000005069	Nmrk2__chr10
ENSMUST00000005072	Dtx2__chr5
ENSMUST00000005073	Zp3__chr5
ENSMUST00000005077	Hspb1__chr5
ENSMUST00000005103	Nfe2l3__chr6
ENSMUST00000005108	Kdm5a__chr6
ENSMUST00000005114	Fxyd4__chr6
ENSMUST00000005120	Ccdc130__chr8
ENSMUST00000005122	Mri1__chr8
ENSMUST00000005164	Prkacb__chr3
ENSMUST00000005173	Sgsh__chr11
ENSMUST00000005175	Chd5__chr4
ENSMUST00000005185	Cstb__chr10
ENSMUST00000005188	Sh2b2__chr5
ENSMUST00000005218	Cd44__chr2
ENSMUST00000005220	Slc1a2__chr2
ENSMUST00000005233	Eif2ak4__chr2
ENSMUST00000005234	Wdr1__chr5
ENSMUST00000005238	Slc2a9__chr5
ENSMUST00000005255	Wisp1__chr15
ENSMUST00000005256	Ndrg1__chr15
ENSMUST00000005262	4930550C14Rik__chr9
ENSMUST00000005279	Klf5__chr14
ENSMUST00000005292	Prdx2__chr8
ENSMUST00000005334	Shbg__chr11
ENSMUST00000005336	Senp3__chr11
ENSMUST00000005352	Corin__chr5
ENSMUST00000005364	G6pc2__chr2
ENSMUST00000005365	Spc25__chr2
ENSMUST00000005371	Trp53__chr11
ENSMUST00000005394	Ufd1l__chr16
ENSMUST00000005399	Zfp287__chr11
ENSMUST00000005400	Prlr__chr15
ENSMUST00000005406	App__chr16
ENSMUST00000005413	Zfp112__chr7
ENSMUST00000005431	Letm1__chr5
ENSMUST00000005452	Fgfr4__chr13
ENSMUST00000005470	Cadm3__chr1
ENSMUST00000005477	Cyp2b10__chr7
ENSMUST00000005487	Txn2__chr15
ENSMUST00000005488	Casp14__chr10
ENSMUST00000005490	Slc1a6__chr10
ENSMUST00000005493	Slc1a3__chr15
ENSMUST00000005503	Msh6__chr17
ENSMUST00000005504	Fbxo11__chr17
ENSMUST00000005507	Mlxipl__chr5
ENSMUST00000005508	Tbl2__chr5
ENSMUST00000005509	Stx1a__chr5
ENSMUST00000005518	Suv420h1__chr19
ENSMUST00000005532	Nid1__chr13
ENSMUST00000005548	Hmox1__chr8
ENSMUST00000005578	Cic__chr7
ENSMUST00000005583	Pafah1b3__chr7
ENSMUST00000005592	Siglecg__chr7
ENSMUST00000005597	Zfp658__chr7
ENSMUST00000005600	Rfx1__chr8
ENSMUST00000005601	Il27ra__chr8
ENSMUST00000005606	Prkaca__chr8
ENSMUST00000005607	Asf1b__chr8
ENSMUST00000005611	Myl10__chr5
ENSMUST00000005616	Pkn1__chr8
ENSMUST00000005620	Dnajb1__chr8
ENSMUST00000005630	Msh4__chr3
ENSMUST00000005643	Celf1__chr2
ENSMUST00000005647	Ndufs3__chr2
ENSMUST00000005651	Por__chr5
ENSMUST00000005669	Cyp2b13__chr7
ENSMUST00000005671	Igf1r__chr7
ENSMUST00000005678	Fcer2a__chr8
ENSMUST00000005685	Cyp2a5__chr7
ENSMUST00000005692	Atp4a__chr7
ENSMUST00000005705	Trim28__chr7
ENSMUST00000005711	Chmp2a__chr7
ENSMUST00000005714	Ube2m__chr7
ENSMUST00000005719	Adcy9__chr16
ENSMUST00000005722	Mef2c__chr13
ENSMUST00000005749	Ctr9__chr7
ENSMUST00000005751	Mrvi1__chr7
ENSMUST00000005768	Pip5k1a__chr3
ENSMUST00000005769	Tmod4__chr3
ENSMUST00000005791	Cabp5__chr7
ENSMUST00000005798	Snx6__chr12
ENSMUST00000005810	Mthfd2__chr6
ENSMUST00000005815	Kit__chr5
ENSMUST00000005817	Tomm40l__chr1
ENSMUST00000005820	Nr1i3__chr1
ENSMUST00000005824	Apoa2__chr1
ENSMUST00000005825	Pan2__chr10
ENSMUST00000005826	Cs__chr10
ENSMUST00000005829	Ampd3__chr7
ENSMUST00000005830	Bcas2__chr3
ENSMUST00000005839	Sh2d1a__chrX
ENSMUST00000005841	Ctcf__chr8
ENSMUST00000005849	Agrp__chr8
ENSMUST00000005860	Pvalb__chr15
ENSMUST00000005862	Tfap4__chr16
ENSMUST00000005889	Vav1__chr17
ENSMUST00000005891	Klk9__chr7
ENSMUST00000005907	Cd247__chr1
ENSMUST00000005923	Psmb4__chr3
ENSMUST00000005933	Klk1b16__chr7
ENSMUST00000005950	Mmp12__chr9
ENSMUST00000005952	Slc30a4__chr2
ENSMUST00000005953	Sqrdl__chr2
ENSMUST00000005954	Bloc1s6__chr2
ENSMUST00000005964	Adh5__chr3
ENSMUST00000005975	Gpr108__chr17
ENSMUST00000005976	Tnfsf14__chr17
ENSMUST00000006005	Pth1r__chr9
ENSMUST00000006020	Cnga2__chrX
ENSMUST00000006027	Reep5__chr18
ENSMUST00000006029	Arhgap8__chr15
ENSMUST00000006035	Ergic3__chr2
ENSMUST00000006036	Uqcc1__chr2
ENSMUST00000006037	Ncoa2__chr1
ENSMUST00000006046	Trh__chr6
ENSMUST00000006053	Smpd4__chr16
ENSMUST00000006061	Pex1__chr5
ENSMUST00000006071	Otx1__chr11
ENSMUST00000006094	Cyp2d26__chr15
ENSMUST00000006101	Itgae__chr11
ENSMUST00000006103	Ctns__chr11
ENSMUST00000006104	P2rx5__chr11
ENSMUST00000006105	Shpk__chr11
ENSMUST00000006106	Trpv1__chr11
ENSMUST00000006112	Ephb3__chr16
ENSMUST00000006123	Tuft1__chr3
ENSMUST00000006128	Rcn1__chr2
ENSMUST00000006136	Dnase1__chr16
ENSMUST00000006137	Trap1__chr16
ENSMUST00000006138	Naa60__chr16
ENSMUST00000006139	1700037C18Rik__chr16
ENSMUST00000006151	Tyrp1__chr4
ENSMUST00000006167	BC003331__chr1
ENSMUST00000006171	Prg4__chr1
ENSMUST00000006178	Kptn__chr7
ENSMUST00000006181	Napa__chr7
ENSMUST00000006205	Ankhd1__chr18
ENSMUST00000006209	Sra1__chr18
ENSMUST00000006217	Snf8__chr11
ENSMUST00000006221	Vps54__chr11
ENSMUST00000006235	Ctsb__chr14
ENSMUST00000006254	Tbcb__chr7
ENSMUST00000006286	Inpp5k__chr11
ENSMUST00000006293	Crkl__chr16
ENSMUST00000006301	Lrwd1__chr5
ENSMUST00000006303	Upk3bl__chr5
ENSMUST00000006311	Tead4__chr6
ENSMUST00000006341	Prss16__chr13
ENSMUST00000006353	Cdkal1__chr13
ENSMUST00000006362	Rhox6__chrX
ENSMUST00000006367	Htra1__chr7
ENSMUST00000006377	Zbtb17__chr4
ENSMUST00000006378	Clcnkb__chr4
ENSMUST00000006380	Fam131c__chr4
ENSMUST00000006381	Fblim1__chr4
ENSMUST00000006391	Serpinb9__chr13
ENSMUST00000006392	Serpinb9b__chr13
ENSMUST00000006397	Epor__chr9
ENSMUST00000006403	Ccdc159__chr9
ENSMUST00000006415	Plcb2__chr2
ENSMUST00000006424	Mob1b__chr5
ENSMUST00000006431	Atp6v1b1__chr6
ENSMUST00000006435	Atp6v1b2__chr8
ENSMUST00000006444	Tep1__chr14
ENSMUST00000006451	Ttc5__chr14
ENSMUST00000006452	Osgep__chr14
ENSMUST00000006462	Aamp__chr1
ENSMUST00000006467	Arpc2__chr1
ENSMUST00000006470	Kmt2b__chr7
ENSMUST00000006476	Upk1a__chr7
ENSMUST00000006478	Tmem147__chr7
ENSMUST00000006496	Rps9__chr7
ENSMUST00000006508	Ggt1__chr10
ENSMUST00000006523	Crip1__chr12
ENSMUST00000006525	Cbfa2t3__chr8
ENSMUST00000006544	Gcat__chr15
ENSMUST00000006556	Mpl__chr4
ENSMUST00000006557	Elovl1__chr4
ENSMUST00000006559	Tpbg__chr9
ENSMUST00000006562	Hyi__chr4
ENSMUST00000006565	Cdc20__chr4
ENSMUST00000006578	Pvrl4__chr1
ENSMUST00000006579	Pfdn2__chr1
ENSMUST00000006587	Tmem189__chr2
ENSMUST00000006611	Srm__chr4
ENSMUST00000006614	Epha2__chr4
ENSMUST00000006618	Arhgef19__chr4
ENSMUST00000006625	Rbm14__chr19
ENSMUST00000006626	Actn3__chr19
ENSMUST00000006629	Sptbn1__chr11
ENSMUST00000006632	Zdhhc24__chr19
ENSMUST00000006638	Slc34a3__chr2
ENSMUST00000006646	Nsmf__chr2
ENSMUST00000006659	Prl7a1__chr13
ENSMUST00000006660	Prl7a2__chr13
ENSMUST00000006662	Prl8a9__chr13
ENSMUST00000006664	Prl8a1__chr13
ENSMUST00000006667	Gvin1__chr7
ENSMUST00000006669	Pdk1__chr2
ENSMUST00000006679	Prtn3__chr10
ENSMUST00000006687	Orm3__chr4
ENSMUST00000006692	Mvd__chr8
ENSMUST00000006697	Itih3__chr14
ENSMUST00000006701	Tmem110__chr14
ENSMUST00000006703	Itih4__chr14
ENSMUST00000006704	Itih1__chr14
ENSMUST00000006716	Wnt6__chr1
ENSMUST00000006718	Wnt10a__chr1
ENSMUST00000006721	Cryba2__chr1
ENSMUST00000006742	Atp7b__chr8
ENSMUST00000006745	Defb2__chr8
ENSMUST00000006749	Slc4a1__chr11
ENSMUST00000006750	Rundc3a__chr11
ENSMUST00000006754	Ubtf__chr11
ENSMUST00000006760	Cdt1__chr8
ENSMUST00000006761	Runx1t1__chr4
ENSMUST00000006762	Snai3__chr8
ENSMUST00000006764	Aprt__chr8
ENSMUST00000006774	Gtf2h1__chr7
ENSMUST00000006785	Slc17a1__chr13
ENSMUST00000006786	Slc17a2__chr13
ENSMUST00000006787	Hfe__chr13
ENSMUST00000006792	Ncr1__chr7
ENSMUST00000006814	Abhd1__chr5
ENSMUST00000006818	Tcf23__chr5
ENSMUST00000006825	Nphs1__chr7
ENSMUST00000006828	Aplp1__chr7
ENSMUST00000006838	Qars__chr9
ENSMUST00000006851	Qrich1__chr9
ENSMUST00000006853	P4htm__chr9
ENSMUST00000006854	Usp19__chr9
ENSMUST00000006856	Pola1__chrX
ENSMUST00000006893	D130043K22Rik__chr13
ENSMUST00000006898	Gmnn__chr13
ENSMUST00000006900	Acot13__chr13
ENSMUST00000006903	Zfp184__chr13
ENSMUST00000006911	Cdk4__chr10
ENSMUST00000006912	Pip4k2a__chr2
ENSMUST00000006914	B4galnt1__chr10
ENSMUST00000006915	Mettl1__chr10
ENSMUST00000006948	Saal1__chr7
ENSMUST00000006949	Tph2__chr10
ENSMUST00000006952	Saa4__chr7
ENSMUST00000006956	Saa3__chr7
ENSMUST00000006963	Krt28__chr11
ENSMUST00000006969	Krt23__chr11
ENSMUST00000006973	Kat2a__chr11
ENSMUST00000006976	Ttc25__chr11
ENSMUST00000006991	Hcn1__chr13
ENSMUST00000007005	Acat2__chr17
ENSMUST00000007007	Wtap__chr17
ENSMUST00000007012	Sod2__chr17
ENSMUST00000007042	Ik__chr18
ENSMUST00000007046	Tmco6__chr18
ENSMUST00000007130	Ctnnb1__chr9
ENSMUST00000007131	Acly__chr11
ENSMUST00000007139	Eif1b__chr9
ENSMUST00000007156	Klk1b11__chr7
ENSMUST00000007161	Klk4__chr7
ENSMUST00000007171	Chrd__chr16
ENSMUST00000007207	Clcn2__chr16
ENSMUST00000007212	Psmd2__chr16
ENSMUST00000007216	Ap2m1__chr16
ENSMUST00000007236	Syngr3__chr17
ENSMUST00000007245	Vwa7__chr17
ENSMUST00000007248	Hspa1l__chr17
ENSMUST00000007249	Slc44a4__chr17
ENSMUST00000007250	Msh5__chr17
ENSMUST00000007251	Abhd16a__chr17
ENSMUST00000007253	Neu1__chr17
ENSMUST00000007255	Ddah2__chr17
ENSMUST00000007257	Clic1__chr17
ENSMUST00000007259	Ly6g6d__chr17
ENSMUST00000007266	Lsm2__chr17
ENSMUST00000007272	Krt14__chr11
ENSMUST00000007275	Krt13__chr11
ENSMUST00000007280	Krt16__chr11
ENSMUST00000007296	Pole__chr5
ENSMUST00000007301	Myh3__chr11
ENSMUST00000007317	Krt19__chr11
ENSMUST00000007318	Krt31__chr11
ENSMUST00000007340	Atp12a__chr14
ENSMUST00000007423	Scube2__chr7
ENSMUST00000007433	Gm28040__chr1
ENSMUST00000007444	Strada__chr11
ENSMUST00000007449	Akr1b7__chr6
ENSMUST00000007482	Mrpl49__chr19
ENSMUST00000007533	Vps25__chr11
ENSMUST00000007559	Gatad1__chr5
ENSMUST00000007584	Pcdhac1__chr18
ENSMUST00000007601	2310003L06Rik__chr5
ENSMUST00000007602	M6pr__chr6
ENSMUST00000007708	Ppp2r1a__chr17
ENSMUST00000007733	Tinf2__chr14
ENSMUST00000007735	Tssk4__chr14
ENSMUST00000007738	Hapln4__chr8
ENSMUST00000007747	Dus3l__chr17
ENSMUST00000007754	Gtpbp3__chr8
ENSMUST00000007757	Tgfbr1__chr4
ENSMUST00000007790	Rad51c__chr11
ENSMUST00000007797	Gabrb2__chr11
ENSMUST00000007799	Cav1__chr6
ENSMUST00000007800	Arpp19__chr9
ENSMUST00000007803	Bcl2l1__chr2
ENSMUST00000007814	Khsrp__chr17
ENSMUST00000007865	Ccdc124__chr8
ENSMUST00000007884	Zfp54__chr17
ENSMUST00000007921	0610009B22Rik__chr11
ENSMUST00000007949	Twist2__chr1
ENSMUST00000007959	Rhoa__chr9
ENSMUST00000007961	Zmiz1__chr14
ENSMUST00000007977	Aldh16a1__chr7
ENSMUST00000007980	Hnrnpa0__chr13
ENSMUST00000007981	Prrg2__chr7
ENSMUST00000007993	Rbm28__chr6
ENSMUST00000008004	Ddx49__chr8
ENSMUST00000008011	Gm9946__chr6
ENSMUST00000008016	Id3__chr4
ENSMUST00000008021	Tcap__chr11
ENSMUST00000008024	Arid1a__chr4
ENSMUST00000008032	Crlf1__chr8
ENSMUST00000008036	Rplp1__chr9
ENSMUST00000008051	Cabs1__chr5
ENSMUST00000008052	Hmgcll1__chr9
ENSMUST00000008088	Ttc9b__chr7
ENSMUST00000008090	Phox2a__chr7
ENSMUST00000008094	Abhd8__chr8
ENSMUST00000008131	Ift22__chr5
ENSMUST00000008179	Mid1ip1__chrX
ENSMUST00000008273	Prok2__chr6
ENSMUST00000008280	Fhl2__chr1
ENSMUST00000008284	Emc10__chr7
ENSMUST00000008297	Clstn3__chr6
ENSMUST00000008350	Cers4__chr8
ENSMUST00000008445	Phax__chr18
ENSMUST00000008451	1700109H08Rik__chr5
ENSMUST00000008462	Relt__chr7
ENSMUST00000008477	Snrpb2__chr2
ENSMUST00000008517	Prpf31__chr7
ENSMUST00000008528	Sertad1__chr7
ENSMUST00000008537	Carhsp1__chr16
ENSMUST00000008542	Elk3__chr10
ENSMUST00000008573	Herpud2__chr9
ENSMUST00000008579	Rdh13__chr7
ENSMUST00000008582	Adam21__chr12
ENSMUST00000008594	Nutf2__chr8
ENSMUST00000008605	Fut1__chr7
ENSMUST00000008626	Rnf151__chr17
ENSMUST00000008633	Elavl2__chr4
ENSMUST00000008684	Mgst1__chr6
ENSMUST00000008733	Dnajb6__chr5
ENSMUST00000008734	Htr3b__chr9
ENSMUST00000008745	Rab25__chr3
ENSMUST00000008748	Ubqln4__chr3
ENSMUST00000008801	Cyp4f15__chr17
ENSMUST00000008812	Rps18__chr17
ENSMUST00000008826	Rpl10__chrX
ENSMUST00000008830	Zfp955a__chr17
ENSMUST00000008847	Vav1__chr17
ENSMUST00000008878	Gprc5b__chr7
ENSMUST00000008893	Coro1b__chr19
ENSMUST00000008907	Man1a2__chr3
ENSMUST00000008957	Tppp2__chr14
ENSMUST00000008966	Acyp1__chr12
ENSMUST00000008987	Cldn13__chr5
ENSMUST00000008991	Sptbn2__chr19
ENSMUST00000008995	Hdac4__chr1
ENSMUST00000008999	Hdac5__chr11
ENSMUST00000009003	Rala__chr13
ENSMUST00000009018	Clec3a__chr8
ENSMUST00000009036	Vdac3__chr8
ENSMUST00000009039	Rpl30__chr15
ENSMUST00000009058	Abcb1b__chr5
ENSMUST00000009099	Mta1__chr12
ENSMUST00000009102	Vps72__chr3
ENSMUST00000009120	Gabpa__chr16
ENSMUST00000009138	Stk38__chr17
ENSMUST00000009143	Bmp7__chr2
ENSMUST00000009157	Dynll1__chr5
ENSMUST00000009174	Pdcl__chr2
ENSMUST00000009191	Gm5965__chr16
ENSMUST00000009214	Rsph14__chr10
ENSMUST00000009219	Cabp7__chr11
ENSMUST00000009220	Zmat5__chr11
ENSMUST00000009234	Ap1b1__chr11
ENSMUST00000009236	Derl3__chr10
ENSMUST00000009241	Tbx1__chr16
ENSMUST00000009256	Bcl2l13__chr6
ENSMUST00000009259	Spatc1l__chr10
ENSMUST00000009321	Dgcr8__chr16
ENSMUST00000009329	Ccl8__chr11
ENSMUST00000009340	Mnda__chr1
ENSMUST00000009344	Xpo6__chr7
ENSMUST00000009354	2310007L24Rik__chr11
ENSMUST00000009356	Serpinb2__chr1
ENSMUST00000009358	Tmem8c__chr2
ENSMUST00000009390	Trpm5__chr7
ENSMUST00000009392	Ascl2__chr7
ENSMUST00000009396	Tspan32__chr7
ENSMUST00000009411	Zfp212__chr6
ENSMUST00000009420	Repin1__chr6
ENSMUST00000009425	Rarres2__chr6
ENSMUST00000009435	Pttg1ip__chr10
ENSMUST00000009522	Slc16a12__chr19
ENSMUST00000009530	Timp1__chrX
ENSMUST00000009538	Syn2__chr6
ENSMUST00000009550	Elk1__chrX
ENSMUST00000009617	Kcnc4__chr3
ENSMUST00000009667	Ush1c__chr7
ENSMUST00000009679	Rnmt__chr18
ENSMUST00000009689	Kcnq1__chr7
ENSMUST00000009693	Srp14__chr2
ENSMUST00000009695	6330409D20Rik__chr2
ENSMUST00000009699	Cdk9__chr2
ENSMUST00000009705	Eng__chr2
ENSMUST00000009707	Tor2a__chr2
ENSMUST00000009713	Mkl2__chr16
ENSMUST00000009727	Syngr1__chr15
ENSMUST00000009728	Syngr1__chr15
ENSMUST00000009732	St6galnac1__chr11
ENSMUST00000009740	Taf7l__chrX
ENSMUST00000009772	Tex15__chr8
ENSMUST00000009774	Ppp2cb__chr8
ENSMUST00000009777	G0s2__chr1
ENSMUST00000009789	P4ha1__chr10
ENSMUST00000009790	Pla2g12b__chr10
ENSMUST00000009791	Mcu__chr10
ENSMUST00000009798	Oit3__chr10
ENSMUST00000009814	Tex11__chrX
ENSMUST00000009831	Fxyd5__chr7
ENSMUST00000009875	Kcnd1__chrX
ENSMUST00000009877	Tfcp2__chr15
ENSMUST00000009885	Ubp1__chr9
ENSMUST00000009972	Ick__chr9
ENSMUST00000010007	Sdhb__chr4
ENSMUST00000010020	Cox4i2__chr2
ENSMUST00000010038	Snap47__chr11
ENSMUST00000010044	Wnt3a__chr11
ENSMUST00000010049	Kdsr__chr1
ENSMUST00000010085	Nxf2__chrX
ENSMUST00000010127	Tktl1__chrX
ENSMUST00000010188	Zmynd10__chr9
ENSMUST00000010189	Tmem115__chr9
ENSMUST00000010191	Hyal2__chr9
ENSMUST00000010192	Ifrd2__chr9
ENSMUST00000010195	Hyal1__chr9
ENSMUST00000010198	Tusc2__chr9
ENSMUST00000010201	Nprl2__chr9
ENSMUST00000010205	Gnat1__chr9
ENSMUST00000010208	Slc38a3__chr9
ENSMUST00000010210	Cacna2d2__chr9
ENSMUST00000010211	Rassf1__chr9
ENSMUST00000010224	Epn3__chr11
ENSMUST00000010239	Slc3a2__chr19
ENSMUST00000010241	Nxf1__chr19
ENSMUST00000010248	Nxf1__chr19
ENSMUST00000010249	Taf6l__chr19
ENSMUST00000010250	Slc22a6__chr19
ENSMUST00000010251	Slc22a8__chr19
ENSMUST00000010254	Stx5a__chr19
ENSMUST00000010267	Slc47a1__chr11
ENSMUST00000010278	Wdr77__chr3
ENSMUST00000010279	Tmigd3__chr3
ENSMUST00000010280	Pifo__chr3
ENSMUST00000010286	Tnfrsf13b__chr11
ENSMUST00000010298	Spire2__chr8
ENSMUST00000010319	Prox1__chr1
ENSMUST00000010348	Fdx1l__chr9
ENSMUST00000010421	2610507B11Rik__chr11
ENSMUST00000010434	AI597479__chr1
ENSMUST00000010451	Tmem86a__chr7
ENSMUST00000010502	Ifi35__chr11
ENSMUST00000010506	Rdm1__chr11
ENSMUST00000010520	Nedd8__chr14
ENSMUST00000010536	Gosr1__chr11
ENSMUST00000010550	Mrpl52__chr14
ENSMUST00000010579	Spaca7__chr8
ENSMUST00000010597	Kansl3__chr1
ENSMUST00000010673	Gm266__chr12
ENSMUST00000010682	Tsacc__chr3
ENSMUST00000010698	Mettl16__chr11
ENSMUST00000010736	Dazl__chr17
ENSMUST00000010745	Apol7a__chr15
ENSMUST00000010753	Psen2__chr1
ENSMUST00000010795	Acaa1b__chr9
ENSMUST00000010804	Plcd1__chr9
ENSMUST00000010807	Fads1__chr19
ENSMUST00000010899	Cars__chr7
ENSMUST00000010904	Phlda2__chr7
ENSMUST00000010940	Asz1__chr6
ENSMUST00000010941	Wnt2__chr6
ENSMUST00000010969	Grid2ip__chr5
ENSMUST00000010974	Kdelr3__chr15
ENSMUST00000010985	1700006E09Rik__chr11
ENSMUST00000011029	Dnajc19__chr3
ENSMUST00000011055	Apip__chr2
ENSMUST00000011058	Pdhx__chr2
ENSMUST00000011152	Mcoln2__chr3
ENSMUST00000011178	Slc5a1__chr5
ENSMUST00000011196	1700049J03Rik__chr17
ENSMUST00000011262	Panx3__chr9
ENSMUST00000011285	Fgf11__chr11
ENSMUST00000011298	1700026D08Rik__chr7
ENSMUST00000011302	Brf1__chr12
ENSMUST00000011315	Vipr2__chr12
ENSMUST00000011391	Prss45__chr9
ENSMUST00000011398	Thg1l__chr11
ENSMUST00000011400	Adam19__chr11
ENSMUST00000011407	Exoc3l2__chr7
ENSMUST00000011445	Cd209d__chr8
ENSMUST00000011450	Sugp1__chr8
ENSMUST00000011492	Acad9__chr3
ENSMUST00000011493	Dmrtc2__chr7
ENSMUST00000011526	Dhdh__chr7
ENSMUST00000011607	Cpb1__chr3
ENSMUST00000011623	Dennd1c__chr17
ENSMUST00000011733	Fsd1__chr17
ENSMUST00000011776	Pinlyp__chr7
ENSMUST00000011877	Sptbn1__chr11
ENSMUST00000011895	Sptbn4__chr7
ENSMUST00000011896	Pgam1__chr19
ENSMUST00000011934	Ttn__chr2
ENSMUST00000011981	Snapc2__chr8
ENSMUST00000012028	Gltp__chr5
ENSMUST00000012104	Ccnt1__chr15
ENSMUST00000012152	Dgcr2__chr16
ENSMUST00000012161	Scarf2__chr16
ENSMUST00000012186	4930579F01Rik__chr3
ENSMUST00000012259	Med15__chr16
ENSMUST00000012262	Dhdds__chr4
ENSMUST00000012279	Gsc2__chr16
ENSMUST00000012281	Bmp5__chr9
ENSMUST00000012314	Zfp729a__chr13
ENSMUST00000012331	Mogat1__chr1
ENSMUST00000012348	Gstm2__chr3
ENSMUST00000012355	Tex22__chr12
ENSMUST00000012426	Wnt8a__chr18
ENSMUST00000012440	Tjap1__chr17
ENSMUST00000012540	Nanog__chr6
ENSMUST00000012566	Tmem167__chr13
ENSMUST00000012580	Hps3__chr3
ENSMUST00000012587	Kif11__chr19
ENSMUST00000012612	Zmiz2__chr11
ENSMUST00000012627	Rpa3__chr6
ENSMUST00000012664	Phox2b__chr5
ENSMUST00000012679	Tnpo3__chr6
ENSMUST00000012725	Zfp273__chr13
ENSMUST00000012734	Dnajb6__chr5
ENSMUST00000012759	Spaca6__chr17
ENSMUST00000012796	Zfp715__chr7
ENSMUST00000012798	Siglecf__chr7
ENSMUST00000012847	Cd209a__chr8
ENSMUST00000012849	Retn__chr8
ENSMUST00000012873	Zfp729b__chr13
ENSMUST00000012921	Acpt__chr7
ENSMUST00000013130	Strn3__chr12
ENSMUST00000013220	Amotl1__chr9
ENSMUST00000013227	2200002J24Rik__chr7
ENSMUST00000013235	Tmem190__chr7
ENSMUST00000013262	Zkscan17__chr11
ENSMUST00000013294	Gfod2__chr8
ENSMUST00000013299	Enkd1__chr8
ENSMUST00000013302	4933405L10Rik__chr8
ENSMUST00000013304	Atp6v0d1__chr8
ENSMUST00000013338	Arih2__chr9
ENSMUST00000013455	Adh6a__chr3
ENSMUST00000013458	Adh4__chr3
ENSMUST00000013497	4931406B18Rik__chr7
ENSMUST00000013559	Igf2bp1__chr11
ENSMUST00000013615	Srrm3__chr5
ENSMUST00000013633	Fgfrl1__chr5
ENSMUST00000013667	Bcas1__chr2
ENSMUST00000013693	Commd8__chr5
ENSMUST00000013706	4833413E03Rik__chr17
ENSMUST00000013737	Ndufs2__chr1
ENSMUST00000013755	Snx31__chr15
ENSMUST00000013759	Fnbp4__chr2
ENSMUST00000013766	Atraid__chr5
ENSMUST00000013771	Trim54__chr5
ENSMUST00000013773	Cad__chr5
ENSMUST00000013787	Lypd8__chr11
ENSMUST00000013797	1810065E05Rik__chr11
ENSMUST00000013807	Pten__chr19
ENSMUST00000013842	Pea15a__chr1
ENSMUST00000013845	Timm23__chr14
ENSMUST00000013851	Tnfaip8l2__chr3
ENSMUST00000013882	Crbn__chr6
ENSMUST00000013886	Ppp1r12c__chr7
ENSMUST00000013910	Ly6g6e__chr17
ENSMUST00000013931	Ehmt2__chr17
ENSMUST00000013949	Birc3__chr9
ENSMUST00000013966	Elof1__chr9
ENSMUST00000013970	Pip4k2c__chr10
ENSMUST00000013995	Abca4__chr3
ENSMUST00000014022	Rnf170__chr8
ENSMUST00000014058	Klk10__chr7
ENSMUST00000014063	Klk12__chr7
ENSMUST00000014065	Clip3__chr7
ENSMUST00000014072	Thap8__chr7
ENSMUST00000014080	Myl2__chr5
ENSMUST00000014089	Gpc2__chr5
ENSMUST00000014118	Mcemp1__chr8
ENSMUST00000014174	Pax5__chr4
ENSMUST00000014218	Rnf168__chr16
ENSMUST00000014220	Tctex1d2__chr16
ENSMUST00000014221	Chp1__chr2
ENSMUST00000014248	Sval2__chr6
ENSMUST00000014263	Ugt1a6a__chr1
ENSMUST00000014290	Apbb1ip__chr2
ENSMUST00000014321	Tvp23b__chr11
ENSMUST00000014339	Dnajc7__chr11
ENSMUST00000014370	Cacybp__chr1
ENSMUST00000014389	Pigl__chr11
ENSMUST00000014421	Ankrd17__chr5
ENSMUST00000014438	Ndufa2__chr18
ENSMUST00000014445	Pam16__chr16
ENSMUST00000014447	Glis2__chr16
ENSMUST00000014457	Cox6c__chr15
ENSMUST00000014473	Bicc1__chr10
ENSMUST00000014476	Klra8__chr6
ENSMUST00000014499	Anapc1__chr2
ENSMUST00000014505	Mertk__chr2
ENSMUST00000014545	Ldhc__chr7
ENSMUST00000014546	Tsg101__chr7
